election_year,state,pc_number,pc_name,pc_type,winner_candidate,winner_candidate_gender,winner_party,winner_party_votes,runner_up_candidate,runner_up_candidate_gender,runner_up_party,runner_up_party_votes
1989,Karnataka,18,Udupi,GEN,Oscar Pernandes,M,INC,313849,M.Sanjeeva,M,JD,161656
1989,Karnataka,19,Hassan,GEN,H.C.Srikantaiah,M,INC,403286,H.N.Nanjegowda,M,JNP(JP),214131
1989,Karnataka,20,Chikmagalur,GEN,D.M.Putte Gowda,M,INC,303195,B.K.Sundaresh,M,CPI,141838
1989,Karnataka,21,Shimoga,GEN,T.V.Chandrashekarappa,M,INC,269074,M.Kotoji Rao,M,JD,128704
1989,Karnataka,22,Kanara,GEN,Devaray Naik G,M,INC,240571,Anant Nag,M,JD,209003
1989,Karnataka,23,Dharwad South,GEN,Mujahid B.M.,M,INC,339235,B.G.Banakar,M,JD,310587
1989,Karnataka,24,Dharwad North,GEN,D.K.Naikar,M,INC,276545,Chandrakant Bellad,M,JD,220997
1989,Karnataka,25,Belgaum,GEN,Sidnal Shanmukappa Bassappa,M,INC,210329,Amar Vasantrao Patil,M,JD,187281
1989,Karnataka,26,Chikkodi,(SC),B.Shankaranand,M,INC,274975,Avinash Datta Katti,M,RPK,213711
1989,Karnataka,27,Bagalkot,GEN,Patil Subhash Tammannappa,M,INC,306990,Malaghan Sangappa Shivalingappa,M,JD,274752
1989,Karnataka,28,Bijapur,GEN,Gudadinni Basagondappa Kadappa,M,INC,306050,Shivashankareppa Mallappa Guraddi,M,JD,182717
1989,Kerala,1,Kasaragod,GEN,M. Rammana Rai,M,CPM,358723,I. Rama Rai,M,INC,357177
1989,Kerala,2,Cannanore,GEN,Mullappally Ramachandran,M,INC,391042,P.Sasi,M,CPM,348638
1989,Kerala,3,Badagara,GEN,K. P. Unnikrishnan,M,ICS(SCS),370434,A. Sujanapal,M,INC,362225
1989,Kerala,4,Calicut,GEN,K. Muraleedharan,M,INC,377858,E. K. Imbichibava,M,CPM,348901
1989,Kerala,5,Manjeri,GEN,Ebrahim Sulaiman Sait,M,MUL,401975,K. V. Salahuddin,M,IND,331693
1989,Kerala,6,Ponnani,GEN,G. M. Banat Walia,M,MUL,378347,M. Rahmathulia,M,CPI,270828
1989,Kerala,7,Palghat,GEN,A. Vijayaraghavan,M,CPM,348401,V. S. Vijayaraghavan,M,INC,347115
1989,Kerala,8,Ottapalam,(SC),K. R. Narayanan,M,INC,350683,Lenin Rajendran,M,CPM,324496
1989,Kerala,9,Trichur,GEN,P. A. Antony,M,INC,338271,Meenakshy Thampan,F,CPI,332036
1989,Kerala,10,Mukundapuram,GEN,Savithri Lakshmanan,F,INC,367931,C. O. Poulose Master,M,CPM,349177
1989,Kerala,11,Ernakulam,GEN,K. V. Thomas,M,INC,385176,P. Subramnoian Poti,M,IND,348711
1989,Kerala,12,Muvattupuzha,GEN,P. C. Thomas,M,KCM,352191,C. Poulose,M,IND,283380
1989,Kerala,13,Kottayam,GEN,Ramesh Chennithala,M,INC,384809,Suresh Kurup,M,CPM,331276
1989,Kerala,14,Idukki,GEN,Palai K. M. Mathew,M,INC,398516,M. C. Josephine,F,CPM,307037
1989,Kerala,15,Alleppey,GEN,Vakkom Purushotham,M,INC,375763,K. V. Devadas,M,CPM,350640
1989,Kerala,16,Mavelikkara,GEN,P. J. Kurien,M,INC,334864,Thampan Thomas,M,JD,277682
1989,Kerala,17,Adoor,(SC),Kodikunnil Suresh,M,INC,343672,N. Rajan,M,CPI,322130
1989,Kerala,18,Quilon,GEN,S. Krishnakumar,M,INC,386855,Bagu Divakaran,M,RSP,359393
1989,Kerala,19,Chirayinkil,GEN,Thalekunnil Basheer,M,INC,349068,Susheela Gopalan,F,CPM,343938
1989,Kerala,20,Trivandrum,GEN,A. Charles,M,INC,367825,O. N. V. Kurup,M,IND,316912
1989,Madhya Pradesh,1,Morena,(SC),Chhaviram,M,BJP,209381,Kammodilal,M,INC,121520
1989,Madhya Pradesh,2,Bhind,GEN,Narsingh Rao Dixit,M,BJP,136765,Ram Bihari,M,BSP,114841
1989,Madhya Pradesh,3,Gwalior,GEN,Madhava Rao Scindiya Jeewaji Rao,M,INC,279799,Sheetla Saha,M,BJP,130374
1989,Madhya Pradesh,4,Guna,GEN,Vijaya Raje Scindia,F,BJP,332641,Mahinder Singh,M,INC,186351
1989,Madhya Pradesh,5,Sagar,(SC),Shankar Lal,M,BJP,262760,Nand Lal,M,INC,186873
1989,Madhya Pradesh,6,Khajuraho,GEN,Uma Bharti,F,BJP,369699,Chaturvedi Vidyawati,F,INC,176354
1989,Madhya Pradesh,7,Damoh,GEN,Lokendra Sngh,M,BJP,307872,Dal Chandra Jain,M,INC,188671
1989,Madhya Pradesh,8,Satna,GEN,Sikhendra Singh,M,BJP,223469,Azij Qureshi,M,INC,169863
1989,Madhya Pradesh,9,Rewa,GEN,Yamuna Prasad Shastri,M,JD,215420,Pravin Kumari,F,INC,140664
1989,Madhya Pradesh,10,Sidhi,GEN,Jagannath Singh,M,BJP,222776,Motilal Singh,M,INC,172909
1989,Madhya Pradesh,11,Shahdol,(ST),Danpat Singh Paraste,M,JD,210366,Dalbir Singh,M,INC,108484
1989,Madhya Pradesh,12,Surguja,(ST),Larangsai,M,BJP,206428,Vijay Pratap Singh,M,INC,132231
1989,Madhya Pradesh,13,Raigarh,(ST),Nand Kumar Sai,M,BJP,218587,Pushpa Devi,F,INC,197577
1989,Madhya Pradesh,14,Janjgir,GEN,Dalip Singh Judeo,M,BJP,267408,Prabhat Mishra,M,INC,168515
1989,Madhya Pradesh,15,Bilaspur,(SC),Resham Lal Jangade,M,BJP,222874,Khelan Ram Jangade,M,INC,217703
1989,Madhya Pradesh,16,Sarangarh,(SC),Parasram Bhardwaj,M,INC,223385,Pooranlal Jangde,M,IND,152170
1989,Madhya Pradesh,17,Raipur,GEN,Ramesh Bais,M,BJP,271599,Kayer Bhushan,M,INC,187120
1989,Madhya Pradesh,18,Mahasamund,GEN,Vidyacharan Shukla,M,JD,243126,Pawan Diwan,M,INC,230232
1989,Madhya Pradesh,19,Kanker,(ST),Arvind Netam,M,INC,189631,Lambodar Baliyar,M,JD,143815
1989,Madhya Pradesh,20,Bastar,(ST),Mankuram Sodi,M,INC,101131,Sampat Singh Bhandari,M,BJP,64905
1989,Madhya Pradesh,21,Durg,GEN,Purushottam Kaushik,M,JD,335131,Chhandulal Chandrakar,M,INC,225098
1989,Madhya Pradesh,22,Rajnandgaon,GEN,Dharam Pal Gupta,M,BJP,249389,Shivendra Bahadur Singh,M,INC,179195
1989,Madhya Pradesh,23,Balaghat,GEN,Kankar Munjare,M,IND,177870,K.D.Deshmukh,M,JD,167404
1989,Madhya Pradesh,24,Mandla,(ST),Mohan Lal,M,INC,199943,Anoop Singh,M,BJP,154708
1989,Madhya Pradesh,25,Jabalpur,GEN,Baburao Pranjpe,M,BJP,273163,Ajainarain Mushra,M,INC,171391
1989,Madhya Pradesh,26,Seoni,GEN,Prahlad Singh,M,BJP,204916,Gagri Shankar Mishra,M,INC,178391
1989,Madhya Pradesh,27,Chhindwara,GEN,Kamal Nath,M,INC,211799,Madhav Lal Dube,M,JD,171695
1989,Madhya Pradesh,28,Betul,GEN,Arif Beg,M,BJP,194266,Aslam Sherkhan,M,INC,153494
1989,Madhya Pradesh,29,Hoshangabad,GEN,Sartaj Singh,M,BJP,278402,Rameshwar Nakhra,M,INC,210173
1989,Madhya Pradesh,30,Bhopal,GEN,Sushil Chandra Verma,M,BJP,281169,K.N.Prachan,M,INC,177515
1989,Madhya Pradesh,31,Vidisha,GEN,Raghav Ji,M,BJP,313329,Pratap Bhanu Krishnagopal,M,INC,177197
1989,Madhya Pradesh,32,Rajgarh,GEN,Pyarela Khandelwar,M,BJP,289258,Digvijay Singh,M,INC,221834
1989,Madhya Pradesh,33,Shajapur,(SC),Phool Chand Verma,M,BJP,313804,Radha Krishan Malviya,M,INC,241423
1989,Madhya Pradesh,34,Khandwa,GEN,Amritlal (Mannibhai),M,BJP,225915,Kalicharan Sakargaye,M,INC,136718
1989,Madhya Pradesh,35,Khargone,GEN,Rameshwar Pathidar,M,BJP,251069,Subhashchandra Yadav,M,INC,210171
1989,Madhya Pradesh,36,Dhar,(ST),Suraj Bhanu Shiv Bhanu Solanki,M,INC,235912,Umarao Singh Parwat Singh,M,BJP,224141
1989,Madhya Pradesh,37,Indore,GEN,Sumitra Mahajan,F,BJP,319123,Prakashchand Sethi,M,INC,207509
1989,Madhya Pradesh,38,Ujjain,(SC),Satyanarayan Jatiya,M,BJP,286232,Satyanarayan Pawar,M,INC,184038
1989,Madhya Pradesh,39,Jhabua,(ST),Dileepsingh Bhuria,M,INC,237473,Bhagwansingh Chohan,M,BJP,120516
1989,Madhya Pradesh,40,Mandsaur,GEN,Laxminarayan Pandey,M,BJP,347504,Balkavi Bairagi (Nandramdas),M,INC,245179
1989,Maharashtra,1,Rajapur,GEN,Madhu Dandavate,M,JD,241694,Shivaram Raje Bhonsle,M,INC,199324
1989,Maharashtra,2,Ratnagiri,GEN,Nikam Govind Sawaji,M,INC,240759,Natushridhar Dattaray,M,BJP,222271
1989,Maharashtra,3,Kolaba,GEN,Antulay A. R.,M,INC,333950,Patil D. B.,M,PWP,218516
1989,Maharashtra,4,Mumbai-South,GEN,Deora Murli,M,INC,178986,Sharma Premkumar Shankardatt,M,BJP,161247
1989,Maharashtra,5,Mumbai-South-Central,GEN,Vamanrao Mahadik,M,IND,160167,Dadasaheb Rupwate,M,INC,149701
1989,Maharashtra,6,Mumbai-North-Central,GEN,Vidyadhar Sambhaji Gokhale,M,SHS,254841,Dighe Sharad Shankar,M,INC,246656
1989,Maharashtra,7,Mumbai-North-East,GEN,Mehta Jayawanti Navinchandra,F,BJP,414282,Gurudas Kamat,M,INC,342727
1989,Maharashtra,8,Mumbai-North-West,GEN,Sunil Dutt,M,INC,316203,Arun Sathe,M,BJP,243629
1989,Maharashtra,9,Mumbai-North,GEN,Ram Naik,M,BJP,362787,Chandrakant Gosalia,M,INC,262582
1989,Maharashtra,10,Thane,GEN,Kapse Ramchandra Ganesh,M,BJP,467892,Gholap Shantaram Gopal,M,INC,379628
1989,Maharashtra,11,Dahanu,(ST),Damodar Baraku Shingada,M,INC,196747,Vanga Chintaman Navsha,M,BJP,171967
1989,Maharashtra,12,Nashik,GEN,Aher Daula Sonuji,M,BJP,287267,Mane Murlidhar Pandurang,M,INC,256614
1989,Maharashtra,13,Malegaon,(ST),Mahale Haribhau,M,JD,235376,Chavan Harishchandra Deoram,M,INC,221322
1989,Maharashtra,14,Dhule,(ST),Bhoy Reshma Motiram,M,INC,213059,Chaudhari Govindaro Shivram,M,BJP,190492
1989,Maharashtra,15,Nandurbar,(ST),Gavit Mankrao Hodlya,M,INC,240925,K. G. Padvi,M,JD,134459
1989,Maharashtra,16,Erandol,GEN,Patil Uttamrao Laxmanrao,M,BJP,217057,Patil Vijay Naval,M,INC,212500
1989,Maharashtra,17,Jalgaon,GEN,Mahajan Yadav Shivram,M,INC,208992,Gunwant Rambhu Sarode,M,BJP,203556
1989,Maharashtra,18,Buldhana,(SC),Kale Sukhdeo Nandaji,M,BJP,297984,Wasnik Mukul Balkrishna,M,INC,231990
1989,Maharashtra,19,Akola,GEN,Phundkar Pandurang Pundlik,M,BJP,322384,Azhar Hussain,M,INC,171015
1989,Maharashtra,20,Washim,GEN,Deshmukh Anantrao Vitthalrao,M,INC,306935,Yedatkar Laxmanrao Hanguji,M,IND,171081
1989,Maharashtra,21,Amravati,GEN,Sudam Deshmukh,M,CPI,309699,Ushatai Choudhari,F,INC,169460
1989,Maharashtra,22,Ramtek,GEN,P.V. Narsimharao,M,INC,257800,Hajare Pandurang Jairamji,M,JD,223330
1989,Maharashtra,23,Nagpur,GEN,Purhit Banwarilal Bhagwandas,M,INC,277292,Kukreja Arjundas,M,BJP,187292
1989,Maharashtra,24,Bhandara,GEN,Khushal Parasram Sopche,M,BJP,285843,Keshaorao Atmaramji Pardhi,M,INC,245749
1989,Maharashtra,25,Chimur,GEN,Shiwnkar Manoharrao Sukaji,M,BJP,293413,Patel Prapholbhai Manoharbhai,M,INC,259809
1989,Maharashtra,26,Chandrapur,GEN,Potdukhe Shantaram Rajeshwar,M,INC,243854,Mungantiwar Sudhir Sachidanand,M,BJP,193397
1989,Maharashtra,27,Wardha,GEN,Sathe Vasant Purushottam,M,INC,222046,Ghangare Ramchandra Marotrao,M,CPM,196216
1989,Maharashtra,28,Yavatmal,GEN,Uttamrao Deorao Patil,M,INC,228713,Suresh Lonkar,M,IND,201974
1989,Maharashtra,29,Hingoli,GEN,Uttam Rathod,M,INC,271595,Gundewar Vilasarao Naganathrao,M,BJP,200425
1989,Maharashtra,30,Nanded,GEN,Kabde Venkatesh Rukhmaji,M,JD,278320,Ashok Shankarrao Chavan,M,INC,254207
1989,Maharashtra,31,Parbhani,GEN,Deshmukh Ashok Anandrao,M,IND,229569,Yadav Ramrao Narayanrao,M,INC,163185
1989,Maharashtra,32,Jalna,GEN,Pundlik Hari Danwe,M,BJP,310694,Pawar Balasaheb Ramrao,M,INC,248729
1989,Maharashtra,33,Aurangabad,GEN,Moroshwar Save,M,IND,322467,Suresh Patil,M,INC,304643
1989,Maharashtra,34,Beed,GEN,Dhakno Babanrao Dadaba,M,JD,229496,Kshirsagar Kesharbai Sonajirao,F,INC,227511
1989,Maharashtra,35,Latur,GEN,Patil Shivraj Vishwanath,M,INC,304733,Bapu Kaldate,M,JD,260878
1989,Maharashtra,36,Osmanabad,(SC),Kamble Arvind Tulshiram,M,INC,252841,Ghodke Kundlikrao Eknath,M,PWP,102749
1989,Maharashtra,37,Solapur,GEN,Sadul Dharmanna Mondayya,M,INC,281909,Valyal Lingraj Balirayya,M,BJP,146831
1989,Maharashtra,38,Pandharpur,(SC),Thorat Sandipan Bhagwan,M,INC,296671,Gaikwad Jaydeo Maruti,M,BRP,78527
1989,Maharashtra,39,Ahmednagar,GEN,Gadakh .Y.K.,M,INC,297209,Faranda N.S,M,BJP,143464
1989,Maharashtra,40,Kopargaon,GEN,Vikhe E.V.,M,INC,248106,Gunjal V.S.,M,BJP,127048
1989,Maharashtra,41,Khed,GEN,Bankhele Kisanrao Baburao,M,JD,242442,More Ramkrishan Sadashiv,M,INC,226646
1989,Maharashtra,42,Pune,GEN,Gadgil Vitthalaro Narhar,M,INC,296051,Anna Joshi,M,BJP,287870
1989,Maharashtra,43,Baramati,GEN,Patil Shankarrao Bajirao,M,INC,384513,Kakde Sambhajirao Sahebrao,M,JD,213421
1989,Maharashtra,44,Satara,GEN,Bhosale Prataprao Baburao,M,INC,369467,D. D. Ranavare,M,JD,52476
1989,Maharashtra,45,Karad,GEN,Chavan Premalabai Dajisaheb,F,INC,340631,Naikawadi Nagnnath Ramchandra,M,IND,147466
1989,Maharashtra,46,Sangli,GEN,Patil Prakashbapu Vasantrao,M,INC,361753,Dange Anna Alais Ranchandra Mahadeo,M,BJP,153477
1989,Maharashtra,47,Ichalkaranji,GEN,Mane Balasaheb Alais Rajaram Shankarrao,M,INC,275674,Appasahed Alais S.R.Patil,M,IND,202584
1989,Maharashtra,48,Kolhapur,GEN,Gaikwad Udaysingrao Nanasaheb,M,INC,274676,Kalikate Govindrao Tukaram,M,PWP,233548
1989,Manipur,1,Inner Manipur,GEN,N.Tombi Singh,M,INC,154679,Haobam Bhuban,M,MRP,147128
1989,Manipur,2,Outer Manipur,(ST),Meijinlung Kamson,M,INC,233150,P.Gante,M,KNA,108085
1989,Meghalaya,1,Shillong,GEN,Peter G.Marbaning,M,INC,148657,G.G.Swell,M,IND,135372
1989,Meghalaya,2,Tura,GEN,Sanford Marak,M,INC,115553,Lamberth K. Sangma,M,IND,54675
1989,Mizoram,1,Mizoram,(ST),C.Silvera,M,INC,109571,Zoramthanga,M,MNF,70749
1989,Nagaland,1,Nagaland,GEN,Shikino Sam,M,INC,363071,Vizol,M,NPC,239124
1989,Orissa,1,Mayurbhanj,(ST),Bhagey Gobardhan,M,JD,145867,Saraswati Hembram,F,INC,123279
1989,Orissa,2,Balasore,GEN,Samarendra Kundu,M,JD,362537,Chintamani Jena,M,INC,244733
1989,Orissa,3,Bhadrak,(SC),Mangaraj Malik,M,JD,376546,Ananta Prasad Sethi,M,INC,270019
1989,Orissa,4,Jajpur,(SC),Anadi Charan Das,M,JD,326710,Rama Chandra Mallick,M,INC,247378
1989,Orissa,5,Kendrapara,GEN,Rabi Ray,M,JD,348881,Bhagahat Prasad Mohanti,M,INC,252090
1989,Orissa,6,Cuttack,GEN,Srikanta Jena,M,JD,414828,Jayanti Patnaik,F,INC,210143
1989,Orissa,7,Jagatsinghpur,GEN,Lokanath Choudhary,M,CPI,408057,Basudev Mohapatra,M,INC,259921
1989,Orissa,8,Puri,GEN,Nilamani Routray,M,JD,367618,Brajamohan Mohanti,M,INC,228046
1989,Orissa,9,Bhubaneswar,GEN,Sivaji Patnaik,M,CPM,332005,Bipin Dash,M,INC,186659
1989,Orissa,10,Aska,GEN,Ananta Narayan Singh Deo,M,JD,315979,Somnath Rath,M,INC,185684
1989,Orissa,11,Berhampur,GEN,Gopinath Gajpathi Narayan Deo,M,INC,232082,Surjya Narayan Patro,M,JD,217336
1989,Orissa,12,Koraput,(ST),Gridhar Gamango,M,INC,200126,Jayaram Paugi,M,JD,154673
1989,Orissa,13,Nowrangpur,(ST),Khagapati Pradhani,M,INC,181934,Jadab Majhi,M,JD,178482
1989,Orissa,14,Kalahandi,GEN,Bahkta Charan Das,M,JD,211929,Jagannath Pattnaik,M,INC,159977
1989,Orissa,15,Phulbani,(SC),Nakul Nayak,M,JD,279497,Radhakanta Digal,M,INC,214956
1989,Orissa,16,Bolangir,GEN,Balgopal Mishra,M,JD,327216,Nityananda Misra,M,INC,158346
1989,Orissa,17,Sambalpur,GEN,Bhabani Shankar Hota,M,JD,322270,Krupasindhu Bhoi,M,INC,220687
1989,Orissa,18,Deogarh,GEN,Ravi Narayan Pani,M,JD,324121,Sriballav Panigrahi,M,INC,202704
1989,Orissa,19,Dhenkanal,GEN,Bhajaman Behra,M,JD,336435,Raja Ramakhya Prasad Singhdeo,M,INC,213430
1989,Orissa,20,Sundargarh,(ST),Dabananda Amat,M,JD,245380,Maurice Kujur,M,INC,153628
1989,Orissa,21,Keonjhar,(ST),Govind Chandra Munda,M,JD,279226,Kumar Majhi,M,INC,152694
1989,Punjab,1,Gurdaspur,GEN,Sukhbans Kaur,F,INC,220755,Chaun Singh Sidhu,M,SAD(M),143540
1989,Punjab,2,Amritsar,GEN,Kirpal Singh,M,IND,272427,Raghunandan Lal Bhatia,M,INC,149214
1989,Punjab,3,Tarn Taran,GEN,Simaranjit Singh Mann,M,SAD(M),527707,Ajit Singh Mann,M,INC,47290
1989,Punjab,4,Jalandhar,GEN,I.K.Gujral,M,JD,262032,Rajinder Singh,M,INC,181674
1989,Punjab,5,Phillaur,(SC),Harbhajan Lakha,M,BSP,173592,Charanjit Singh,M,SAD(B),165468
1989,Punjab,6,Hoshiarpur,GEN,Kamal Chaudhary,M,INC,176176,Satnam Singh,M,BSP,108067
1989,Punjab,7,Ropar,(SC),Bimal Kaur,F,SAD(M),424010,Raja Singh,M,INC,193434
1989,Punjab,8,Patiala,GEN,Atinderpal Singh,M,IND,294172,Vinod Kumar S/O Kidar Nath,M,INC,212912
1989,Punjab,9,Ludhiana,GEN,Rajinder Kaur Bulara,F,SAD(M),357349,Gurcharan Singh Galib,M,INC,223620
1989,Punjab,10,Sangrur,GEN,Rajdev Singh,M,SAD(M),242443,Chand Singh,M,CPM,137900
1989,Punjab,11,Bathinda,(SC),Sucha Singh,M,SAD(M),316979,Gurdev Singh Gill,M,INC,109599
1989,Punjab,12,Faridkot,GEN,Jagdev Singh,M,SAD(M),305521,Harcharan Singh,M,INC,148138
1989,Punjab,13,Ferozpur,GEN,Dhian Singh,M,IND,202132,Jagmeet Singh,M,INC,169282
1989,Rajasthan,1,Ganganagar,(SC),Bega Ram,M,JD,307279,Heera Lal Indora,M,INC,243746
1989,Rajasthan,2,Bikaner,GEN,Shopat Singh Makkassar,M,CPM,296719,Manphool Singh,M,INC,228948
1989,Rajasthan,3,Churu,GEN,Daulat Ram Saran,M,JD,318907,Narendra Budania,M,INC,194237
1989,Rajasthan,4,Jhunjhunu,GEN,Jagdeep Jhankar,M,JD,421686,Mohd. Ayub Khan,M,INC,259705
1989,Rajasthan,5,Sikar,GEN,Devi Lal,M,JD,375855,Balram,M,INC,329099
1989,Rajasthan,6,Jaipur,GEN,Girdhari Lal Bhargava,M,BJP,384125,Bhawani Singh,M,INC,299638
1989,Rajasthan,7,Dausa,GEN,Nathu Singh,M,BJP,330749,Nawal Kishore Sharma,M,INC,213899
1989,Rajasthan,8,Alwar,GEN,Ramji Lal Yadav,M,JD,252824,Ram Singh Yadav,M,INC,164309
1989,Rajasthan,9,Bharatpur,GEN,Vishwendra Singh,M,JD,323174,Rajesh Pilot,M,INC,252722
1989,Rajasthan,10,Bayana,(SC),Than Singh Jatav,M,BJP,217702,Shanti Pahadia,F,INC,154574
1989,Rajasthan,11,Sawai Madhopur,(ST),Kirori Lal,M,BJP,374601,Ram Kumar,M,INC,176468
1989,Rajasthan,12,Ajmer,GEN,Rasa Singh,M,BJP,308254,Govind Singh,M,INC,200215
1989,Rajasthan,13,Tonk,(SC),Gopal Pacherwal,M,JD,294697,Banwari Lal,M,INC,186768
1989,Rajasthan,14,Kota,GEN,Dau Dayal Joshi,M,BJP,314135,Shanti Kumar Dhariwal,M,INC,185495
1989,Rajasthan,15,Jhalawar,GEN,Vasundhara Rajey,F,BJP,304728,Shiv Narain,M,INC,158187
1989,Rajasthan,16,Banswara,(ST),Heera Bhai,M,JD,296594,Mahendra Kumar Parmar,M,INC,187269
1989,Rajasthan,17,Salumber,(ST),Nand Lal Meena,M,BJP,203888,Bheru Lal Meena,M,INC,203010
1989,Rajasthan,18,Udaipur,GEN,Gulab Chan Kataria,M,BJP,339665,Indu Bala Sukhadia,F,INC,209163
1989,Rajasthan,19,Chittorgarh,GEN,Mahendra Singh,M,BJP,397056,Nirmala Kumari,F,INC,205318
1989,Rajasthan,20,Bhilwara,GEN,Hamendra Singh,M,JD,290952,Girdhari Lal,M,INC,158855
1989,Rajasthan,21,Pali,GEN,Gumanmall Lodha,M,BJP,338797,Laxmimail Singhvi,M,INC,171469
1989,Rajasthan,22,Jalore,(SC),Kailash Meghwal,M,BJP,300512,Buta Singh,M,INC,247107
1989,Rajasthan,23,Barmer,GEN,Kalyan Singh Kalvi,M,JD,367570,Virdhi Chand,M,INC,210115
1989,Rajasthan,24,Jodhpur,GEN,Jaswant Singh S/O Sardar Singh,M,BJP,295993,Ashok Gahlot,M,INC,229747
1989,Rajasthan,25,Nagaur,GEN,Nathu Ram Mirdha,M,JD,406075,Ram Niwas Mirdha,M,INC,215805
1989,Sikkim,1,Sikkim,GEN,Nandu Thapa,M,SSP,91608,Dil Kumari Bhandari,F,INC,28822
1989,Tamil Nadu,1,Madras North,GEN,D. Pandian,M,INC,445197,N. V. M. Somu,M,DMK,331426
1989,Tamil Nadu,2,Madras Central,GEN,Anbarasu Era,M,INC,329739,Kalinidhi A.,M,DMK,263333
1989,Tamil Nadu,3,Madras South,GEN,Vyjayantimala Bali,F,INC,445864,Arunachalam Alias Aladi Aruna,M,DMK,320020
1989,Tamil Nadu,4,Sriperumbudur,(SC),Maragatham Chandrasekhar,F,INC,387795,"Ganesan, K.",M,DMK,233244
1989,Tamil Nadu,5,Chengalpattu,GEN,Kanchee Paneer,M,ADK,338711,Ramu. M. V.,M,DMK,215844
1989,Tamil Nadu,6,Arakkonam,GEN,"Jeevarathinam, R.",M,INC,299587,"Murthy, K.",M,DMK,237194
1989,Tamil Nadu,7,Vellore,GEN,"Abdul Samad, A. K. A.",M,INC,356637,"Abdul Latheef, M.",M,DMK,195787
1989,Tamil Nadu,8,Tiruppattur,GEN,"Jayamohan, A.",M,INC,376733,"Alagiri, K. C.",M,DMK,241900
1989,Tamil Nadu,9,Vandavasi,GEN,"Balaraman, L.",M,INC,313160,"Venugopal, D",M,DMK,212988
1989,Tamil Nadu,10,Tindivanam,GEN,"Eramadass, R.",M,INC,299184,"Dhayanithi, N.",M,DMK,198469
1989,Tamil Nadu,11,Cuddalore,GEN,P. R. S. Venkatesan,M,INC,331617,Bhaskaran,M,DMK,214782
1989,Tamil Nadu,12,Chidambaram,(SC),"Vallalperuman, P.",M,INC,205229,"Ayyasamy, A.",M,DMK,176946
1989,Tamil Nadu,13,Dharmapuri,GEN,"Sekhar, M. G.",M,ADK,315921,"Elangovan, B. D.",M,PMK,202901
1989,Tamil Nadu,14,Krishnagiri,GEN,"Ramamoorthy, K.",M,INC,362376,"Venkataswamy, B.",M,JD,160882
1989,Tamil Nadu,15,Rasipuram,(SC),"Devarajan, B.",M,INC,421674,"Mayavan, R.",M,DMK,169699
1989,Tamil Nadu,16,Salem,GEN,Rangarajan Kumarmangalam,M,INC,400936,Karthikeyan M.,M,DMK,159166
1989,Tamil Nadu,17,Tiruchengode,GEN,"Palanisamy, K.C.",M,ADK,509847,Poongothi Thirumathi C.,F,DMK,237576
1989,Tamil Nadu,18,Nilgiris,GEN,"Prabhu, R.",M,INC,455411,"Mahalingam, S.A.",M,DMK,281640
1989,Tamil Nadu,19,Gobichettipalayam,GEN,"Narayanan, P.G.",M,ADK,400932,"Pariasamy, N.K.K.",M,DMK,174975
1989,Tamil Nadu,20,Coimbatore,GEN,"Kuppusamy, C.K.",M,INC,426721,"Umanath, R.",M,CPM,286653
1989,Tamil Nadu,21,Pollachi,(SC),"Raja Ravi Varma, B.",M,ADK,428704,"Aurmugham, M",M,CPI,197395
1989,Tamil Nadu,22,Palani,GEN,"Senapathi Gounder, A.",M,INC,316938,Rajkumar Mandradiar,M,DMK,236025
1989,Tamil Nadu,23,Dindigul,GEN,"Srinivasan, C.",M,ADK,434966,"Varatharajan, N",M,CPM,199598
1989,Tamil Nadu,24,Madurai,GEN,A.G.S. Ram Babu,M,INC,456442,V.Velusamy,M,DMK,242664
1989,Tamil Nadu,25,Periyakulam,GEN,"Mothiah, R.",M,ADK,402691,"Mahandiran, A.K.Cumbum",M,DMK,181287
1989,Tamil Nadu,26,Karur,GEN,"Thambithurai, M.",M,ADK,484492,Palanisamy. K.C.,M,DMK,245741
1989,Tamil Nadu,27,Tiruchirappalli,GEN,L.Adaikalaraj,M,INC,429185,T.K.Rengarajan,M,CPM,259219
1989,Tamil Nadu,28,Perambalur,(SC),"Asokaraj, A.",M,ADK,357565,"Panovaikaruthazhan, S.",M,DMK,221389
1989,Tamil Nadu,29,Mayiladuthurai,GEN,Pakeer Mohamed Hajee E.S.M,M,INC,352492,"Kalyanam, P.",M,DMK,250547
1989,Tamil Nadu,30,Nagapattinam,(SC),"Selvarasu, M",M,CPI,341921,"Veeramurasu, N.S.",M,INC,320398
1989,Tamil Nadu,31,Thanjavur,GEN,"Singravadivel, S",M,INC,371967,"Palanimanickam, S",M,DMK,274820
1989,Tamil Nadu,32,Pudukkottai,GEN,"Sundaraja, N.",M,INC,518762,"Selvaraj, A.",M,DMK,247626
1989,Tamil Nadu,33,Sivaganga,GEN,"Chidambaram, P.",M,INC,430290,"Ganesan, A.",M,DMK,210738
1989,Tamil Nadu,34,Ramanathapuram,GEN,"Rajeshwaran, V.",M,INC,398145,"Thangavelan, S.P",M,DMK,218601
1989,Tamil Nadu,35,Sivakasi,GEN,K.Kalimuthu,M,ADK,450376,V.Gopalsamy,M,DMK,313308
1989,Tamil Nadu,36,Tirunelveli,GEN,Janartanan,M,ADK,394444,D.S.A. Sivaprakasam,M,DMK,203309
