election_year,state,pc_number,pc_name,pc_type,winner_candidate,winner_candidate_gender,winner_party,winner_party_votes,runner_up_candidate,runner_up_candidate_gender,runner_up_party,runner_up_party_votes
1962,Maharashtra,24,Nandurbar,(ST),Laxman Vedu Valvi,M,INC,91176,Bakaram Sukram Kokani,M,REP,35226
1962,Maharashtra,25,Dhulia,GEN,Chudaman Ananda Ravandale,M,INC,148452,Uttamrao Laxman Patil,M,JS,53597
1962,Maharashtra,26,Jalgaon,GEN,Julalsing Shankarrao Patil,M,INC,156925,Saushir Cursetji Bharucha,M,PSP,86540
1962,Maharashtra,27,Buldhana,GEN,Shivaram Rango Rane,M,INC,153490,Sonu Ananda Pandit,M,PWP,71311
1962,Maharashtra,28,Khamgaon,(SC),Laxman Shrawan Bhatkar,M,INC,147168,Dinanath Baxuram Badhade,M,REP,76745
1962,Maharashtra,29,Akola,GEN,Mohammad Mohibbul Haq Mohammad Anwarul Haq,M,INC,135226,Brijlal Nandlal Biyani,M,IND,88057
1962,Maharashtra,30,Amravati,GEN,Panjabrao Shamrao Deshmukh,M,INC,177109,Ramkrishna Suryabhan Gawai,M,REP,116737
1962,Maharashtra,By Polls (1965),Amravati,GEN,D.V.Panjabrao,M,INC,123397,M.N.Dattatraya,M,PWP,57290
1962,Maharashtra,31,Ramtek,GEN,Madhaolrao Bhagwantrao Patil,M,INC,146706,Baburao Tatyaji Bhonsle,M,PWP,105404
1962,Maharashtra,32,Nagpur,GEN,Madhao Shrihari Aney,M,IND,131740,Rikhabchand Kalyanmal Sharma,M,INC,84872
1962,Maharashtra,33,Bhandara,GEN,Ramchandra Martand Harjarnavis,M,INC,129669,Rana Pratapsingh Gayalalsingh Bhadoriy,M,CPI,89720
1962,Maharashtra,34,Gondiya,(SC),Balkrishna Ramchandra Wasnik,M,INC,107524,Bihari Ramji Kamble,M,REP,96599
1962,Maharashtra,35,Chanda,GEN,Lal Shyamshah Lal Bhagwanshah,M,IND,128233,V. N. Swami,M,INC,85322
1962,Maharashtra,By Polls (1964),Chanda,GEN,G.M.Kannamwar,M,INC,105163,K.M.Kaushik,M,IND,79529
1962,Maharashtra,36,Wardha,GEN,Kamalnayan Jamnalal Bajaj,M,INC,143289,Narayansinh Sampatsinh Weakey,M,IND,105248
1962,Maharashtra,37,Yavatmal,GEN,Deorao Shioram Patil,M,INC,175193,Godhajirao Sakharam Mukhare,M,IND,71457
1962,Maharashtra,38,Nanded,GEN,Tulshidas Subhanrao Jadhav,M,INC,139217,Jagannath Shivling Vibhute,M,REP,79975
1962,Maharashtra,39,Latur,(SC),Tulsiram Dashrath,M,INC,134395,Harihar Nagorao,M,REP,73004
1962,Maharashtra,40,Osmanabad,GEN,Tulsiram Abaji Patil,M,INC,117060,Udharerao Saheb Rao,M,PWP,104686
1962,Maharashtra,41,Bhir,GEN,Dwarkadasji Motilalji,M,INC,95700,Babar Ahmad Husain Athar,M,CPI,75171
1962,Maharashtra,42,Parbhani,GEN,Shivajirao Shankarrao Deshmukh,M,INC,92793,Annasaheb Ramchandra Gavane,M,PWP,64288
1962,Maharashtra,43,Jalna,GEN,Ramrao Narayanrao,M,INC,98211,Meer Tilawat Ali Meer Khader Ali,M,PWP,81248
1962,Maharashtra,44,Aurangabad,GEN,Bhaurao Dagdurao Deshmukh,M,INC,142209,Balasaheb Shivram More,M,REP,73859
1962,Mysore,1,Bidar,(SC),Ramachander Veerappa,M,INC,95691,B. Shamsunder,M,PSP,41389
1962,Mysore,2,Gulbarga,GEN,Mahadevappa Yeshwantappa,M,INC,92399,Sharanagowda Sidramayya,M,SWA,84326
1962,Mysore,3,Bijapur North,GEN,Rajaram Giridharalal Dubey,M,INC,105452,Murigappa Siddappa Sugandhi,M,SWA,63456
1962,Mysore,4,Bijapur South,GEN,Sanganagouda Basanagouda Patil,M,INC,188849,Narayanji Kalyanji Dharamashi,M,JS,67820
1962,Mysore,5,Chikodi,GEN,Vasantrao Lakhagounda Patil,M,INC,166110,Balavant Hanamant Warale,M,REP,79334
1962,Mysore,6,Belgaum,GEN,Balavantrao Nagesharao Datar,M,INC,139664,Datta Appa Katti,M,REP,121587
1962,Mysore,7,Kanara,GEN,Joachim Piedad Alva,M,INC,132958,Manohar Dattatray Malgaonkar,M,IND,113089
1962,Mysore,8,Dharwar South,GEN,Fakruddin Husseinsab Mohasin,M,INC,172777,Timmappa Rudrappa Neswi,M,PSP,97537
1962,Mysore,9,Dharwar North,GEN,Sarojini Bindurao Mahishi,M,INC,187654,Veerayya Virabasayya Shivalli,M,SWA,34104
1962,Mysore,10,Raichur,GEN,Jagannath Rao Venkata Rao Chandriki,M,INC,95424,Kumar Naik Venkatappa Naik,M,LSS,80099
1962,Mysore,11,Koppal,GEN,Shivamurthy Swami Siddappayya Swamy,M,LSS,125018,Sanganna Andaneppa Agadi,M,INC,120737
1962,Mysore,12,Bellary,GEN,T. Subramanyam,M,INC,148765,J. Mohamad Imamsab,M,SWA,137448
1962,Mysore,13,Chitradurga,GEN,S. Veerabasappa,M,INC,172673,G. Basappa,M,PSP,127824
1962,Mysore,14,Shimoga,GEN,S. V. Krishnamoorthy Rao,M,INC,119250,V. K. Lakshmana Gowda,M,PSP,105503
1962,Mysore,15,Udupi,GEN,U. Srinivasa Mallaya,M,INC,117027,D. Mohan Rao,M,PSP,104161
1962,Mysore,16,Mangalore,GEN,A. Shankara Alva,M,INC,118102,J. M. Lobo Prabhu,M,SWA,84346
1962,Mysore,17,Hassan,GEN,H. Siddananjappa,M,INC,104898,D. R. Karigowda,M,PSP,99083
1962,Mysore,18,Tiptur,GEN,C. R. Basappa,M,INC,136801,C. K. Rajaiah Setty,M,PSP,128705
1962,Mysore,19,Tumkur,GEN,M. V. Krishnappa,M,INC,119617,K. N. Shankaralingappa,M,PSP,70724
1962,Mysore,By Polls (1965),Tumkur,GEN,Malimariyappa,M,INC,66285,K.V.Subramanyaswamy,M,IND,7520
1962,Mysore,20,Chikkaballapur,GEN,K. Changalaraya Reddy,M,INC,127047,B. V. Narayana Reddy,M,IND,75532
1962,Mysore,By Polls (1965),Chikkaballapur,GEN,H.C.L.Reddy,M,INC,67307,K.M.Muniyappa,M,IND,23424
1962,Mysore,21,Kolar,(SC),Doddathimmaiah,M,INC,104163,G. Narayanaswamy,M,IND,74104
1962,Mysore,22,Bangalore City,GEN,K. Hanumanthaiah,M,INC,118028,V. S. Natarajan,M,SWA,57489
1962,Mysore,23,Bangalore,GEN,H. C. Dasappa,M,INC,132908,M. Buddhadas,M,IND,108505
1962,Mysore,By Polls (1965),Bangalore,GEN,H.K.V.Gowdh,M,INC,73193,H.N.Reddy,M,IND,36736
1962,Mysore,24,Mandya,GEN,M. K. Shivananjappa,M,INC,148523,M. C. Linge Gowda,M,IND,74200
1962,Mysore,25,Chamarajanagar,(SC),S. M. Siddaiah,M,INC,117810,M. Shivanna,M,PSP,70412
1962,Mysore,26,Mysore,GEN,M. Shankaraiya,M,INC,97949,H. Ramaraj Urs,M,SWA,40043
1962,Orissa,1,Nowrangpur,GEN,Rachakonda Jaganath Rao,M,INC,32231,Nutakki Ramaseshaiah,M,GP,27292
1962,Orissa,2,Koraput,(SC),Ulaka Ramachandra,M,INC,39850,Soboro Dumba,M,GP,13601
1962,Orissa,3,Chatrapur,GEN,Sarma Ananta Tripathy,M,INC,47958,Harihara Das,M,SWA,22743
1962,Orissa,4,Bhanjanagar,(SC),Mohan Nayak,M,INC,40735,Dondapani Das,M,SOC,6611
1962,Orissa,5,Phulbani,(ST),Rajendra Kohor,M,GP,27720,Krushna Chandra Dolobehera,M,INC,24445
1962,Orissa,6,Kalahandi,GEN,Pratap Kessari Deo,M,GP,65974,Suresh Chandra Behera,M,INC,25141
1962,Orissa,7,Bolangir,(SC),Mahanand Hrushikesh,M,GP,50929,Nag Sundarmani,M,INC,32910
1962,Orissa,8,Sambalpur,GEN,Kisan Pattanayak,M,SOC,37009,Binod Bihari Das,M,INC,34641
1962,Orissa,9,Sundargarh,(ST),Yagnyanarayan Singha,M,GP,50859,Sibnarayan Singh,M,INC,44784
1962,Orissa,10,Keonjhar,GEN,Laxmi Narayan Bhanja Deo,M,INC,36336,Rajballabh Mishra,M,GP,26054
1962,Orissa,11,Dhenkanal,GEN,Baishnab Charan Patnaik,M,INC,90250,Raja Sankar Pratap Singh Deb Mahindra Bahadur,M,GP,37962
1962,Orissa,12,Angul,GEN,Harekrushna Mahtab,M,INC,83848,Panigrahi Chintamani,M,CPI,54283
1962,Orissa,13,Puri,GEN,Bibudhendra Misra,M,INC,83788,Prananath Patnaik,M,CPI,46294
1962,Orissa,14,Bhubaneswar,GEN,Raja Purna Chandra Deo Bhanj,M,INC,88340,Nishamani Khuntia,M,PSP,64387
1962,Orissa,15,Cuttack,GEN,Nityanand Kanungo,M,INC,80748,Baishnab Charan Mallick,M,PSP,45051
1962,Orissa,16,Jajpur,(SC),Ramachandra Mallick,M,INC,80748,Baishnab Charan Mallick,M,PSP,45051
1962,Orissa,17,Kendrapara,GEN,Surendranath Dwivedy,M,PSP,86893,Sidheswar Jena,M,PSP,38596
1962,Orissa,18,Bhadrak,(SC),Kanhu Charan Jena,M,INC,87250,Rabindra Mohan Das,M,PSP,57691
1962,Orissa,19,Balasore,GEN,Gokulananda Mahanty,M,INC,33824,Mahendra Majhi,M,GP,26545
1962,Orissa,20,Mayurbhanj,(ST),Maheswar Naik,M,INC,73342,Sarwan Kumar,M,IND,44160
1962,Punjab,1,Kangra,GEN,Hem Raj,M,INC,73342,Sarwan Kumar,M,IND,44160
1962,Punjab,2,Una,(SC),Daljit Singh,M,INC,143239,Udham Singh,M,REP,73017
1962,Punjab,3,Ambala,(SC),Chuni Lal,M,INC,121943,Jugal Kishore,M,JS,86109
1962,Punjab,4,Karnal,GEN,Rameshwaranand,M,JS,134458,Virender,M,INC,121748
1962,Punjab,5,Kaithal,GEN,Dev Dutt,M,INC,150127,Inder Singh,M,SWA,130524
1962,Punjab,6,Rohtak,GEN,Lehri Singh,M,JS,155618,Randhir Singh,M,INC,135511
1962,Punjab,7,Jhajjar,GEN,Jagdev Singh,M,HLS,118667,Partap Singh Daulata,M,INC,111005
1962,Punjab,8,Gurgaon,GEN,Gajraj Singh,M,INC,112342,Devi Singh,M,IND,93924
1962,Punjab,9,Mahendragarh,GEN,Yudhvir Singh,M,JS,105027,Ram Kishan,M,INC,93768
1962,Punjab,10,Hisar,GEN,Mani Ram,M,SOC,152369,Ghamandi Lal,M,INC,125136
1962,Punjab,11,Bathinda,(SC),Dhanna Singh,M,AD,164155,Ajit Singh,M,INC,106134
1962,Punjab,12,Ferozpur,GEN,Iqbal Singh,M,INC,115913,Kulbir Singh,M,JS,83761
1962,Punjab,13,Moga,(SC),Buta Singh,M,AD,171081,Chanan Singh,M,INC,140624
1962,Punjab,14,Ludhiana,GEN,Kapur Singh,M,AD,110386,Mangal Singh,M,INC,108516
1962,Punjab,15,Phillaur,(SC),Sadhu Ram,M,INC,150468,Lahori Ram Balley,M,REP,140849
1962,Punjab,16,Jalandhar,GEN,Swaran Singh,M,INC,150474,Kartar Singh,M,SWA,81393
1962,Punjab,17,Amritsar,GEN,Gurmukh Singh,M,INC,125033,Narinder Singh,M,AD,110617
1962,Punjab,18,Tarn Taran,GEN,Surjit Singh Majithia,M,INC,160039,Achhar Singh,M,CPI,158049
1962,Punjab,19,Gurdaspur,GEN,Dewan Chand,M,INC,138907,Natha Singh,M,AD,82409
1962,Punjab,20,Hoshiarpur,GEN,Amar Nath Vidya Alankar,M,INC,128953,Ambedkar Yashwant Rao,M,REP,118652
1962,Punjab,21,Patiala,GEN,Hukum Singh,M,INC,156452,Gurdial Singh,M,AD,146366
1962,Punjab,22,Sangrur,GEN,Ranjit Singh,M,INC,133018,Pritam Singh,M,IND,115749
1962,Rajasthan,1,Jhunjhunu,GEN,Radheyshyam Ramkumar Morarka,M,INC,81051,Raghubir Singh,M,SWA,77591
1962,Rajasthan,2,Sikar,GEN,Rameshwarlal Tantia,M,INC,88826,Sagar Mal,M,JS,55719
1962,Rajasthan,3,Jaipur,GEN,Gayatri Devi W/O Sawai Mansingh,M,SWA,192909,Sharda Devi,F,INC,35217
1962,Rajasthan,4,Dausa,GEN,Prithvi Raj,M,SWA,152902,Narainsingh,M,INC,63206
1962,Rajasthan,5,Alwar,GEN,Kashi Ram,M,IND,124427,Sobha Ram,M,INC,101311
1962,Rajasthan,6,Bharatpur,GEN,Raj Bahadur,M,INC,90686,Man Singh,M,SWA,78795
1962,Rajasthan,7,Hindaun,GEN,Tika Ram,M,INC,117116,Raghubir Singh,M,RRP,68011
1962,Rajasthan,8,Sawai Madhopur,(SC),Kesar Lal,M,SWA,149543,Jagannath Prasad,M,INC,82771
1962,Rajasthan,9,Ajmer,GEN,Mukatbehari Lal,M,INC,92598,Bhagwandas,M,JS,60455
1962,Rajasthan,10,Kotah,(SC),Unkar Lal,M,JS,96421,Onkar Lal,M,INC,82716
1962,Rajasthan,11,Jhalawar,GEN,Brij Raj Singh,M,INC,130887,Gajendra Singh,M,JS,43895
1962,Rajasthan,12,Banswara,(ST),Ratan Lal,M,INC,104053,Kaluram,M,SWA,82879
1962,Rajasthan,13,Chittorgarh,GEN,Manikyalal,M,INC,84563,Madanlal,M,JS,64541
1962,Rajasthan,14,Udaipur,(ST),Dhuleshwar,M,INC,79831,Ram Singh,M,SWA,54615
1962,Rajasthan,15,Bhilwara,GEN,Kalu Lal Shrimali,M,INC,82388,Sheodan Singh,M,IND,40218
1962,Rajasthan,By Polls (1964),Bhilwara,GEN,S.Charan,M,INC,70167,N.Singh,M,SWA,27310
1962,Rajasthan,16,Pali,GEN,Jaswant Raj Mehta,M,INC,99720,Chiman Singh,M,SWA,80461
1962,Rajasthan,17,Jalore,GEN,Harish Chandra,M,INC,75773,Babu Lal,M,IND,30788
1962,Rajasthan,18,Barmer,GEN,Tan Singh,M,RRP,100395,Onkar Singh,M,INC,82684
1962,Rajasthan,19,Jodhpur,GEN,Laxmi Mal Singhavi,M,IND,113445,Narendra Kumar Sanghi,M,INC,111811
1962,Rajasthan,20,Bikaner,GEN,Karni Singh,M,IND,176590,Kishna Ram,M,IND,61523
1962,Rajasthan,21,Ganganagar,(SC),Panna Lal,M,INC,134133,Ram Chandra,M,IND,74513
1962,Rajasthan,22,Nagaur,GEN,Surendra Kumar Dey,M,INC,130166,Madan Singh,M,IND,99282
1962,Uttar Pradesh,1,Tehri Garhwal,GEN,Manabendra Shah,M,INC,,Uncontested,,,
1962,Uttar Pradesh,2,Garhwal,GEN,Bhakta Darshan,M,INC,67959,Chandra Singh Garhwali,M,IND,34182
1962,Uttar Pradesh,3,Almora,GEN,Jang Bahadur Singh,M,INC,51507,Pratap Singh,M,JS,24509
1962,Uttar Pradesh,4,Nainital,GEN,Krishna Chandra Pant Alias Raja,M,INC,113083,Sybil Khan,M,PSP,48440
1962,Uttar Pradesh,5,Bijnor,GEN,Prakash Vir Shastri,M,IND,125777,Abdul Lateef,M,INC,76584
1962,Uttar Pradesh,6,Amroha,GEN,Hifzul Rahman,M,INC,64022,Hardev Sahai,M,JS,46830
1962,Uttar Pradesh,7,Moradabad,GEN,Muzaffar,M,REP,69171,Brij Bhusan Saran Bansal,M,JS,57138
1962,Uttar Pradesh,8,Rampur,GEN,Ahmad Mahdi,M,INC,92636,Shanti Sharan,M,JS,48941
1962,Uttar Pradesh,9,Bisauli,GEN,Ansar Harvani,M,INC,60946,Manohar Singh Yadav,M,JS,43783
1962,Uttar Pradesh,10,Budaun,GEN,Omkar Singh,M,JS,68563,Mir Sarwar Ali,M,SWA,51778
1962,Uttar Pradesh,11,Bareilly,GEN,Brijraj Singh,M,JS,60771,Satish Chandra,M,INC,49421
1962,Uttar Pradesh,12,Pilibhit,GEN,Mohan Swaroop,M,PSP,59624,Makund Lal,M,INC,55192
1962,Uttar Pradesh,13,Shahjahanpur,(SC),Lakhan Das,M,IND,66433,Narain Din Balmiki,M,INC,48458
1962,Uttar Pradesh,14,Kheri,GEN,Balgovind,M,INC,83689,Khushwaqt Rai Alias Bhaiya Lal,M,PSP,46710
1962,Uttar Pradesh,15,Misrikh,(SC),Gokaran,M,JS,89433,Bhawani Prasad,M,INC,80516
1962,Uttar Pradesh,16,Sitapur,GEN,Suraj Lal,M,JS,76242,Dinesh Pratap Singh,M,INC,72865
1962,Uttar Pradesh,17,Hardoi,(SC),Kindar Lal,M,INC,71883,Shiva Deen,M,JS,48573
1962,Uttar Pradesh,18,Shahabad,GEN,Yuvraj Dutt Singh,M,JS,91972,Chheda Lal,M,INC,84672
1962,Uttar Pradesh,19,Unnao,GEN,Krishna Deo Alias Munnoo,M,INC,73340,Birpal Singh,M,JS,29204
1962,Uttar Pradesh,20,Mohanlalganj,(SC),Ganga Devi,F,INC,78752,Ram Baksh,M,JS,34542
1962,Uttar Pradesh,21,Lucknow,GEN,B. K. Dhaon,M,INC,116637,Atal Behari Bajpai,M,JS,86620
1962,Uttar Pradesh,22,Rae Bareli,(SC),Baijnath Kureel,M,INC,77435,Taravati,M,JS,63167
1962,Uttar Pradesh,23,Salon,GEN,Raja Dinesh Singh,M,INC,92336,Jai Ram,M,SOC,58777
1962,Uttar Pradesh,24,Pratapgarh,GEN,Ajit Pratap Singh,M,JS,96483,Munishwar Dutt Upadhya,M,INC,72779
1962,Uttar Pradesh,25,Musafirkhana,GEN,Kunwar Rananjai Singh,M,INC,77869,Jagroop,M,SOC,27675
1962,Uttar Pradesh,26,Sultanpur,GEN,Kunwar Krishna,M,INC,87918,Bechu Singh,M,JS,55367
1962,Uttar Pradesh,27,Akbarpur,(SC),Panna Lal,M,INC,80727,Bharose,M,IND,35481
1962,Uttar Pradesh,28,Faizabad,GEN,Brij Basi Lal,M,INC,75939,Rajendra Bahadur Singh,M,JS,65087
1962,Uttar Pradesh,29,Ramsanehighat,(SC),Swami Rama Nand,M,INC,72633,Bhagirath,M,JS,70707
1962,Uttar Pradesh,30,Barabanki,GEN,Ram Sewak Yadav,M,SOC,76545,Husain Kamil Kidwai,M,INC,76224
1962,Uttar Pradesh,31,Kaiserganj,GEN,Basant Kunwari,M,SWA,109907,Bhagwandin,M,INC,68774
1962,Uttar Pradesh,32,Bahraich,GEN,Kunwar Ram Singh,M,SWA,75544,Jogendra Singh,M,INC,73319
1962,Uttar Pradesh,33,Balrampur,GEN,Subhadra Joshi,F,INC,102260,Atal Behari Bajpai,M,JS,100208
1962,Uttar Pradesh,34,Gonda,GEN,Ram Ratan Gupta,M,INC,80937,Dandekar Narayan,M,SWA,80439
1962,Uttar Pradesh,35,Basti,GEN,Keshava Deva Malaviya,M,INC,90735,K. K. K. Nayar,M,JS,71814
1962,Uttar Pradesh,36,Domariyaganj,GEN,Kripa Shanker,M,INC,76941,Madhava Prasad Tripathi,M,JS,75362
1962,Uttar Pradesh,37,Bansi,(SC),Sheo Narain,M,INC,97816,Har Nath Prasad,M,SWA,45061
1962,Uttar Pradesh,38,Bansgaon,(SC),Mahadeo Prasad,M,INC,72894,Patras,M,PSP,23844
1962,Uttar Pradesh,39,Gorakhpur,GEN,Sinhasan Singh,M,INC,68258,Digvijai Nath,M,HMS,64998
1962,Uttar Pradesh,40,Maharajganj,GEN,Mahadeo Prasad,M,INC,95469,Shibban Lal Saxena,M,SOC,71098
1962,Uttar Pradesh,41,Hata,GEN,Kashi Nath Pandey,M,INC,109999,Vasudeo Pratap Narain Singh,M,JS,43694
1962,Uttar Pradesh,42,Deoria,GEN,Vaishwanath,M,INC,80195,Asoka Ranjitram Mehta,M,PSP,60954
1962,Uttar Pradesh,43,Salempur,GEN,Vishwanath Pandey,M,INC,66351,Raj Kumar,M,SOC,41868
1962,Uttar Pradesh,44,Azamgarh,GEN,Ram Harkh,M,INC,74576,Vishram Rai,M,PSP,63180
1962,Uttar Pradesh,45,Lalganj,(SC),Vishram Prasad,M,PSP,75683,Shri Nath Ji,M,INC,55136
1962,Uttar Pradesh,46,Ghosi,GEN,Jai Bahadur,M,CPI,71453,Kalika Singh,M,INC,62761
1962,Uttar Pradesh,47,Ballia,GEN,Murli Manohar,M,INC,106245,Baijnath,M,PSP,70452
1962,Uttar Pradesh,48,Rasra,GEN,Sarjoo Pandey,M,CPI,88253,Siddheshwar Prasad Singh,M,INC,79474
1962,Uttar Pradesh,49,Gazipur,GEN,Viswanath Singh Gahmari,M,INC,77046,Har Prasad,M,CPI,40183
1962,Uttar Pradesh,50,Jaunpur,GEN,Brahmjeet,M,JS,104687,Birbal Singh,M,INC,96750
1962,Uttar Pradesh,51,Machhlishahr,(SC),Ganpat Ram,M,INC,101558,Mahadeo,M,JS,79630
1962,Uttar Pradesh,52,Varanasi,GEN,Raghunath Singh,M,INC,104682,Raghuvira,M,JS,58775
1962,Uttar Pradesh,53,Chandauli,GEN,Bal Krishna,M,INC,85117,Prabhu Narain Singh,M,SOC,83332
1962,Uttar Pradesh,54,Robertsganj,(SC),Ram Sarup,M,INC,83280,Sarabjit,M,JS,57439
1962,Uttar Pradesh,55,Mirzapur,GEN,Shyamdhar Misra,M,INC,88408,Murlidhar,M,JS,72553
1962,Uttar Pradesh,56,Phulpur,GEN,Jawahar Lal Nehru,M,INC,118931,Ram Manohar Lohia,M,SOC,54360
1962,Uttar Pradesh,By Polls (1964),Phulpur,GEN,V.L.Pandit,M,INC,110549,S.Jaiswar,M,SSP,52529
1962,Uttar Pradesh,57,Allahabad,GEN,Lal Bahadur Shastri,M,INC,137324,Ram Gopal Sand,M,JS,68791
1962,Uttar Pradesh,58,Chail,(SC),Masuriya Din,M,INC,67251,Panna Lal,M,JS,33372
1962,Uttar Pradesh,59,Fatehpur,GEN,Gauri Shankar Alias Gauri Babu,M,IND,91251,Balkrishna Vishwanath Keskar,M,INC,61998
1962,Uttar Pradesh,60,Banda,GEN,Savitri Nigam,M,INC,45919,Jamuna Prasad,M,PSP,32238
1962,Uttar Pradesh,61,Hamirpur,GEN,Mannoo Lal Dwivedi,M,INC,99375,Udit Narayan,M,PSP,71691
1962,Uttar Pradesh,62,Jhansi,GEN,Shushila Nayar,M,INC,89445,Panna Lal,M,CPI,78355
1962,Uttar Pradesh,63,Jalaun,(SC),Ram Sewak,M,INC,100530,Jwala Prasad Ahirwar,M,PSP,65224
1962,Uttar Pradesh,64,Ghatampur,(SC),Tula Ram,M,INC,87158,Janki Prasad,M,SOC,65162
1962,Uttar Pradesh,65,Kanpur,GEN,S. M. Banerjee,M,IND,139039,Bejoy Kumar Sinha,M,INC,80934
1962,Uttar Pradesh,66,Bilhaur,GEN,Brij Behari Mehrotra,M,INC,63841,Ram Gopal Singh,M,PSP,57975
1962,West Bengal,1,Cooch Behar,(SC),Debendra Nath Karjee,M,FB,141436,Upendra Nath Barman,M,INC,109676
1962,West Bengal,By Polls (1963),Cooch Behar,GEN,P.C.Barman,M,INC,122205,B.K.Daschoudhury,M,FB,62611
1962,West Bengal,2,Jalpaiguri,GEN,Nalini Ranjan Ghosh,M,INC,117814,Saroj Kumar Chakrabarty,M,RSP,93221
1962,West Bengal,3,Darjeeling,GEN,T. Manaen,M,INC,66129,Ratan Lal Brahman,M,CPI,57702
1962,West Bengal,4,Raiganj,GEN,Chapala Kanta Bhattacharjee,M,INC,81795,Asoke Nath Sen,M,CPI,52392
1962,West Bengal,5,Balurghat,(ST),Sarkar Murmu,M,CPI,137290,Shelku Mardi,M,INC,127470
1962,West Bengal,6,Malda,GEN,Renuka Ray,F,INC,101336,Haji Abdus Sattar,M,IND,65515
1962,West Bengal,7,Murshidabad,GEN,Syed Badrudduja,M,IND,102067,Abdus Sattar,M,INC,82231
1962,West Bengal,8,Berhampur,GEN,Tridib Kumar Chaudhuri,M,RSP,159119,Khondekar Nazrul Haque,M,INC,131630
1962,West Bengal,9,Nebadwip,GEN,Haripada Chattopadhyay,M,IND,152869,Ila Pal Choudhuri,M,INC,139632
1962,West Bengal,10,Barasat,GEN,Arun Chandra Guha,M,INC,188398,Bhowani Sankar Sengupta,M,CPI,141595
1962,West Bengal,11,Barrackpore,GEN,Renu Chakraborty,F,CPI,228318,Ram Dhari Singh,M,INC,133894
1962,West Bengal,12,Basirhat,GEN,Humayun Kabir,M,INC,167476,Abdur Razzak Khan,M,CPI,113417
1962,West Bengal,13,Joynagar,(SC),Paresh Nath Kayal,M,INC,152372,Sailendra Nath Haldar,M,CPI,133601
1962,West Bengal,14,Mathurapur,(SC),Purnendu Sekhar Naskar,M,INC,167028,Kansari Halder,M,CPI,159762
1962,West Bengal,15,Daimond Harbour,GEN,Sudhanshu Bhushan Das,M,INC,152540,Kamal Kumar Basu,M,CPI,133400
1962,West Bengal,16,Calcutta South West,GEN,Indrajit Gupta,M,CPI,143918,Ismail Ibrahim,M,INC,132928
1962,West Bengal,17,Calcutta East,GEN,Ranendra Nath Sen,M,CPI,179669,Sailendra Nath Mukherjee,M,INC,136202
1962,West Bengal,18,Calcutta Central,GEN,Hirendra Nath Mukherjee,M,CPI,154772,Balai Chandra Pal,M,INC,111082
1962,West Bengal,19,Calcutta North West,GEN,Asoke Kumar Sen,M,INC,143725,Snehangshu Kanta Acharyya,M,CPI,110347
1962,West Bengal,20,Howrah,GEN,Mohammad Elias,M,CPI,137812,Krishna Kumar Chatterji,M,INC,133876
1962,West Bengal,21,Uluberia,GEN,Punendu Khan,M,INC,143195,Aurobindo Ghosal,M,FB,132220
1962,West Bengal,22,Serampore,GEN,Dinendra Nath Bhattacharya,M,CPI,172992,Jitendra Nath Lahiri,M,INC,162130
1962,West Bengal,23,Hooghly,GEN,Provat Kar,M,CPI,108359,Nirmal Kumar Sen,M,INC,105716
1962,West Bengal,24,Ghatal,GEN,Sachindra Nath Choudhury,M,INC,179045,Manoranjan Roy,M,CPI,148207
1962,West Bengal,25,Tamluk,GEN,Satis Chandra Samanta,M,INC,189020,Gobinda Chandra Bhowmick,M,FB,152399
1962,West Bengal,26,Contai,GEN,Basanta Kumar Das,M,INC,187548,Prafulla Chandra Ghosh,M,PSP,102140
1962,West Bengal,27,Midnapore,GEN,Gobinda Kumar Singhu,M,INC,131291,Soroj Roy,M,CPI,93872
1962,West Bengal,28,Jhargram,(ST),Subodh Hansda,M,INC,101784,Gopinath Saren,M,CPI,56425
1962,West Bengal,29,Purulia,GEN,Bhajahari Mahato,M,LSS,68295,Sagar Chandra Mahato,M,INC,60882
1962,West Bengal,30,Vishnupur,(SC),Pashupati Mandal,M,INC,108908,Biswanath Bauri,M,CPI,56657
1962,West Bengal,31,Bankura,GEN,Ramgati Bandopadhyay,M,INC,74674,Kanai Lal De,M,PSP,47230
1962,West Bengal,32,Asansol,GEN,Atulya Ghosh,M,INC,70835,Ket Narayan Misra,M,CPI,61991
1962,West Bengal,33,Ausgram,(SC),Mono Mohan Das,M,INC,114829,Krishna Chandra Halder,M,CPI,91140
1962,West Bengal,34,Burdwan,GEN,Gurugobinda Basu,M,INC,155485,Subiman Ghose,M,FB,123015
1962,West Bengal,By Polls (1963),Burdwan,GEN,N.C.Chatterjee,M,IND,109877,N.C.Choudhry,M,INC,98734
1962,West Bengal,35,Katwa,GEN,Saradish Roy,M,CPI,151794,Anil Kumar Chanda,M,INC,116528
1962,West Bengal,36,Birbhum,(SC),Sisir Kumar Saha,M,INC,74573,Mrityunjay Mandal,M,FB,42169
1962,Delhi,1,New Delhi,GEN,Mehr Chand Khanna,M,INC,96264,Balraj Madhok,M,JS,64669
1962,Delhi,2,Chandni Chowk,GEN,Sham Nath,M,INC,69508,Amrit Lal Jindal,M,JS,40560
1962,Delhi,3,Delhi Sadar,GEN,Shiv Charan Gupta,M,INC,78340,Bhai Mahavir,M,JS,54806
1962,Delhi,4,Karol Bagh,(SC),Nawal Prabhakar,M,INC,115813,Shiv Narain,M,JS,60285
